stn;date;time;tre200b0;tre200bn;tre200bx;ure200b0;rre150b0;sre000b0;gre000b0;dkl010b0;fu3010b0;fu3010b1;prestab0
WAE;21/04/2014;15:00;13.8;13.3;14.0;63.6;0.0;2;322;260;8.6;18.7;948.3
WAE;21/04/2014;16:00;13.6;13.4;13.8;62.9;0.0;0;201;251;10.4;16.9;948.5
WAE;21/04/2014;17:00;13.4;13.2;13.5;64.6;0.0;0;113;246;7.6;15.1;948.7
WAE;21/04/2014;18:00;12.9;12.5;13.1;65.0;0.0;0;20;229;4.3;14.8;948.9
WAE;21/04/2014;19:00;12.2;11.9;12.5;70.3;0.0;0;2;297;0.7;6.8;949.4
WAE;21/04/2014;20:00;11.6;11.4;11.9;75.0;0.0;0;0;270;0.4;9.0;950.2
WAE;21/04/2014;21:00;11.3;11.2;11.5;77.8;0.0;0;0;212;5.4;10.4;950.6
WAE;21/04/2014;22:00;11.2;10.9;11.6;78.2;0.0;0;0;148;3.6;7.9;950.9
WAE;21/04/2014;23:00;10.8;10.6;11.1;80.8;0.0;0;0;146;4.3;5.8;951.4
WAE;22/04/2014;00:00;10.4;10.1;10.8;81.5;0.0;0;0;360;0.4;6.8;951.7
WAE;22/04/2014;01:00;10.3;9.7;10.5;82.3;0.0;0;0;159;3.6;11.9;951.7
WAE;22/04/2014;02:00;9.6;9.2;9.9;90.4;0.0;0;0;243;2.9;9.4;951.9
WAE;22/04/2014;03:00;9.3;8.7;9.6;88.8;0.0;0;0;207;1.8;8.6;952.2
WAE;22/04/2014;04:00;9.6;8.9;10.0;84.7;0.0;0;0;236;2.9;8.3;952.5
WAE;22/04/2014;05:00;9.5;9.2;9.9;84.9;0.0;0;5;238;4.3;8.6;953.1
WAE;22/04/2014;06:00;9.6;9.1;10.5;82.5;0.0;13;73;171;2.9;10.8;953.8
WAE;22/04/2014;07:00;11.3;10.7;11.8;80.5;0.0;43;283;90;1.8;8.6;954.5
WAE;22/04/2014;08:00;12.6;11.7;13.6;78.3;0.0;54;512;76;6.1;9.7;955.1
WAE;22/04/2014;09:00;12.8;12.4;13.2;70.7;0.0;9;314;82;2.5;9.0;955.5
WAE;22/04/2014;10:00;14.1;13.6;15.1;63.0;0.0;28;458;27;1.8;9.0;955.8
WAE;22/04/2014;11:00;15.2;14.8;15.9;58.3;0.0;40;657;27;6.1;11.5;955.9
WAE;22/04/2014;12:00;15.7;14.8;16.2;57.8;0.0;19;420;41;3.6;8.6;955.9
WAE;22/04/2014;13:00;16.5;15.7;17.6;54.3;0.0;26;522;50;2.9;9.7;956.0
WAE;22/04/2014;14:00;17.1;16.8;17.3;48.4;0.0;19;438;68;2.5;9.4;956.0
WAE;22/04/2014;15:00;17.3;16.8;17.7;47.4;0.0;11;331;77;4.7;10.8;956.0
WAE;22/04/2014;16:00;17.3;17.1;17.8;45.2;0.0;24;332;85;4.7;10.4;956.1
WAE;22/04/2014;17:00;17.2;17.0;17.3;45.0;0.0;6;158;90;3.6;8.3;956.3
WAE;22/04/2014;18:00;16.5;15.5;17.1;49.4;0.0;8;70;198;1.4;4.7;956.7
WAE;22/04/2014;19:00;13.9;13.3;14.7;62.1;0.0;0;2;270;0.4;4.7;957.3
WAE;22/04/2014;20:00;12.9;12.4;13.2;62.7;0.0;0;0;243;5.8;11.2;958.1
WAE;22/04/2014;21:00;12.1;11.8;12.5;65.3;0.0;0;0;245;6.1;9.7;958.6
WAE;22/04/2014;22:00;10.8;10.2;11.3;71.1;0.0;0;0;225;4.0;11.2;959.0
WAE;22/04/2014;23:00;11.0;10.7;11.4;70.2;0.0;0;0;219;3.2;13.0;959.4
WAE;23/04/2014;00:00;10.7;10.3;10.9;74.2;0.0;0;0;225;3.2;6.5;960.0
WAE;23/04/2014;01:00;10.0;9.8;10.1;76.4;0.0;0;0;207;2.9;9.4;960.2
WAE;23/04/2014;02:00;9.3;9.1;9.9;78.2;0.0;0;0;236;5.4;13.3;960.5
WAE;23/04/2014;03:00;8.9;8.5;9.2;81.5;0.0;0;0;210;5.4;9.4;960.8
WAE;23/04/2014;04:00;7.9;7.6;8.2;86.0;0.0;0;0;236;2.9;8.3;961.1
WAE;23/04/2014;05:00;8.1;7.6;8.6;87.3;0.0;17;17;231;2.5;6.5;961.5
WAE;23/04/2014;06:00;9.7;9.3;10.1;81.3;0.0;36;100;0;0.0;4.0;961.9
WAE;23/04/2014;07:00;10.4;10.1;11.1;86.8;0.0;60;231;74;2.5;7.6;962.2
WAE;23/04/2014;08:00;11.9;11.0;12.8;79.6;0.0;60;470;72;4.7;8.3;962.2
WAE;23/04/2014;09:00;13.6;13.1;14.0;67.1;0.0;60;551;58;3.6;6.8;962.2
WAE;23/04/2014;10:00;14.9;13.9;16.1;62.8;0.0;60;627;45;1.1;8.6;962.1
WAE;23/04/2014;11:00;16.4;16.1;16.9;59.2;0.0;60;830;23;3.2;8.6;961.7
WAE;23/04/2014;12:00;17.4;17.0;18.1;55.4;0.0;60;852;31;2.5;8.6;960.9
WAE;23/04/2014;13:00;19.1;18.2;20.0;49.9;0.0;60;860;49;3.6;12.6;960.2
WAE;23/04/2014;14:00;19.8;19.6;20.1;47.4;0.0;60;761;82;8.6;16.6;959.7
WAE;23/04/2014;15:00;20.2;19.8;20.4;48.6;0.0;60;626;95;7.9;15.5;959.1
WAE;23/04/2014;16:00;20.3;20.0;20.6;44.0;0.0;60;465;68;4.3;11.9;958.7
WAE;23/04/2014;17:00;20.0;19.6;20.5;43.0;0.0;60;292;41;4.7;11.5;958.6
WAE;23/04/2014;18:00;18.6;17.5;19.7;49.0;0.0;47;116;47;8.6;20.2;958.8
WAE;23/04/2014;19:00;16.6;16.1;17.1;55.5;0.0;0;5;43;7.6;15.8;959.5
WAE;23/04/2014;20:00;16.2;15.6;16.4;55.6;0.0;0;0;360;2.2;9.7;960.2
WAE;23/04/2014;21:00;15.4;15.1;15.7;58.5;0.0;0;0;264;4.3;31.0;960.6
WAE;23/04/2014;22:00;14.7;13.6;15.4;60.2;0.0;0;0;247;27.7;45.7;961.2
WAE;23/04/2014;23:00;13.1;12.9;13.3;68.4;0.0;0;0;239;31.3;55.1;961.6
WAE;24/04/2014;00:00;12.3;11.9;12.6;72.3;0.0;0;0;246;15.1;40.7;962.0
WAE;24/04/2014;01:00;11.3;10.8;12.2;78.0;0.0;0;0;256;6.5;22.0;961.9
WAE;24/04/2014;02:00;10.1;9.7;10.7;83.8;0.0;0;0;217;4.7;17.6;961.8
WAE;24/04/2014;03:00;9.7;9.5;9.9;84.6;0.0;0;0;200;8.3;13.7;961.7
WAE;24/04/2014;04:00;9.0;8.8;9.1;87.5;0.0;0;0;207;5.0;10.4;961.5
WAE;24/04/2014;05:00;9.1;8.3;9.8;84.8;0.0;18;15;167;3.2;11.9;961.5
WAE;24/04/2014;06:00;10.8;10.2;11.2;81.7;0.0;60;130;117;4.0;9.0;961.6
WAE;24/04/2014;07:00;11.7;11.1;12.3;78.7;0.0;60;313;63;2.5;7.2;961.6
WAE;24/04/2014;08:00;13.5;12.6;14.1;69.8;0.0;60;496;56;1.4;8.6;961.6
WAE;24/04/2014;09:00;15.0;14.4;16.2;61.6;0.0;60;652;27;1.4;7.6;961.4
WAE;24/04/2014;10:00;16.4;16.0;17.4;57.9;0.0;60;774;27;3.2;8.3;961.0
WAE;24/04/2014;11:00;17.6;16.8;18.4;55.0;0.0;60;863;41;4.0;10.1;960.4
WAE;24/04/2014;12:00;19.0;18.6;19.5;50.0;0.0;60;883;36;5.0;11.9;959.6
WAE;24/04/2014;13:00;19.6;19.3;20.1;47.5;0.0;60;847;31;4.7;10.4;958.7
WAE;24/04/2014;14:00;20.0;19.5;20.5;46.2;0.0;60;754;73;5.8;14.8;957.9
WAE;24/04/2014;15:00;20.2;20.0;20.5;45.4;0.0;60;625;74;3.2;9.4;957.1
WAE;24/04/2014;16:00;20.6;20.4;20.9;43.2;0.0;60;457;34;1.8;8.6;956.5
WAE;24/04/2014;17:00;20.6;19.9;21.1;41.6;0.0;60;244;8;2.9;10.4;956.0
WAE;24/04/2014;18:00;18.8;17.8;19.6;47.1;0.0;34;65;60;5.0;14.8;955.7
WAE;24/04/2014;19:00;16.4;15.1;17.3;54.5;0.0;0;5;59;2.2;11.5;955.6
WAE;24/04/2014;20:00;15.4;14.6;16.3;55.4;0.0;0;0;180;1.8;9.4;955.5
WAE;24/04/2014;21:00;15.1;15.0;15.2;57.2;0.0;0;0;173;11.5;17.3;955.1
WAE;24/04/2014;22:00;14.0;12.9;14.6;61.8;0.0;0;0;163;5.4;14.0;954.8
WAE;24/04/2014;23:00;13.1;12.8;13.4;66.2;0.0;0;0;162;2.2;20.2;954.6
WAE;25/04/2014;00:00;12.9;12.3;13.3;66.5;0.0;0;0;153;11.5;19.8;954.2
WAE;25/04/2014;01:00;11.6;11.3;12.2;73.0;0.0;0;0;261;2.5;8.3;953.8
WAE;25/04/2014;02:00;10.6;10.1;11.0;77.5;0.0;0;0;243;1.4;7.9;953.5
WAE;25/04/2014;03:00;10.6;10.3;11.1;75.1;0.0;0;0;169;7.9;15.5;953.3
WAE;25/04/2014;04:00;10.5;10.0;11.2;73.4;0.0;0;0;176;6.8;18.7;953.0
WAE;25/04/2014;05:00;10.0;9.5;10.4;77.7;0.0;15;15;279;2.2;5.4;953.0
WAE;25/04/2014;06:00;11.6;10.3;12.6;72.4;0.0;28;119;240;3.2;9.0;953.3
WAE;25/04/2014;07:00;12.7;12.2;13.0;72.3;0.0;13;184;346;2.2;7.9;953.5
WAE;25/04/2014;08:00;13.9;13.1;14.5;65.4;0.0;57;457;6;3.6;10.1;953.8
WAE;25/04/2014;09:00;15.2;14.1;16.5;62.4;0.0;60;542;4;6.1;14.4;953.9
WAE;25/04/2014;10:00;17.0;16.5;17.7;57.7;0.0;60;764;4;6.5;15.8;954.0
WAE;25/04/2014;11:00;17.8;17.3;18.7;56.0;0.0;60;621;360;5.4;15.8;953.8
WAE;25/04/2014;12:00;19.0;18.2;19.6;51.1;0.0;60;799;13;6.8;12.6;953.5
WAE;25/04/2014;13:00;20.2;19.8;20.8;47.3;0.0;55;762;335;8.3;17.3;953.2
WAE;25/04/2014;14:00;20.7;19.9;21.6;41.5;0.0;39;550;264;7.6;17.3;953.0
WAE;25/04/2014;15:00;20.7;20.4;20.9;46.1;0.0;10;360;245;7.2;15.1;952.8
WAE;25/04/2014;16:00;19.6;18.6;20.4;48.6;0.0;0;117;270;11.5;26.3;952.9
WAE;25/04/2014;17:00;16.7;11.6;18.4;61.1;7.5;0;23;257;23.4;66.2;953.8
WAE;25/04/2014;18:00;12.4;12.2;12.5;92.5;28.0;0;1;236;24.1;68.0;955.6
WAE;25/04/2014;19:00;12.3;12.2;12.3;93.3;5.4;0;0;234;22.3;33.8;956.0
WAE;25/04/2014;20:00;12.3;12.3;12.4;90.8;0.4;0;0;232;20.2;33.5;956.5
WAE;25/04/2014;21:00;12.2;12.1;12.3;88.7;0.1;0;0;230;18.0;29.9;957.0
WAE;25/04/2014;22:00;12.0;11.9;12.2;90.8;0.1;0;0;274;7.2;23.4;957.4
WAE;25/04/2014;23:00;12.0;11.8;12.3;91.1;0.0;0;0;290;4.7;9.4;957.6
WAE;26/04/2014;00:00;11.9;11.6;12.2;92.1;0.0;0;0;256;3.2;18.7;957.6
WAE;26/04/2014;01:00;11.7;11.6;11.9;89.8;0.0;0;0;228;10.8;23.0;957.4
WAE;26/04/2014;02:00;11.3;11.0;11.6;95.1;0.7;0;0;180;1.1;9.4;957.2
WAE;26/04/2014;03:00;11.1;11.0;11.4;97.9;0.0;0;0;0;0.0;4.3;957.0
WAE;26/04/2014;04:00;11.3;11.2;11.4;94.3;0.0;0;0;232;4.7;8.3;956.9
WAE;26/04/2014;05:00;11.1;11.1;11.2;95.9;0.6;0;1;211;4.7;9.0;957.0
WAE;26/04/2014;06:00;11.3;11.1;11.3;97.7;0.0;0;25;117;2.2;9.4;956.9
WAE;26/04/2014;07:00;11.6;11.4;11.8;96.2;0.0;0;85;108;1.4;5.8;956.6
WAE;26/04/2014;08:00;11.9;11.6;12.1;93.2;0.0;0;186;69;2.9;6.5;956.3
WAE;26/04/2014;09:00;12.7;12.2;13.1;88.0;0.0;0;221;360;0.4;5.8;956.1
WAE;26/04/2014;10:00;13.9;13.4;14.4;82.2;0.0;0;407;360;2.2;7.6;955.8
WAE;26/04/2014;11:00;15.1;14.5;15.9;75.8;0.0;23;594;24;4.3;11.5;955.4
WAE;26/04/2014;12:00;15.4;15.0;15.8;69.8;0.0;14;473;36;3.2;8.6;954.8
WAE;26/04/2014;13:00;16.2;15.7;16.5;71.1;0.0;2;403;259;6.1;15.8;954.2
WAE;26/04/2014;14:00;16.8;16.2;17.4;68.5;0.0;17;521;263;4.7;13.3;953.3
WAE;26/04/2014;15:00;16.6;16.4;16.9;65.5;0.0;15;375;34;2.5;6.1;952.5
WAE;26/04/2014;16:00;17.2;17.0;17.5;64.0;0.0;54;439;45;1.8;7.2;952.0
WAE;26/04/2014;17:00;16.9;16.8;17.0;64.0;0.0;9;172;90;0.4;6.5;951.6
WAE;26/04/2014;18:00;16.3;15.9;16.8;72.7;0.0;0;33;270;0.4;6.8;951.3
WAE;26/04/2014;19:00;14.5;13.3;16.1;82.3;2.4;0;1;231;12.6;45.4;951.3
WAE;26/04/2014;20:00;12.5;12.3;12.9;80.4;0.0;0;0;241;27.0;46.8;951.7
WAE;26/04/2014;21:00;12.4;12.2;12.8;79.2;0.0;0;0;239;15.8;24.1;951.9
WAE;26/04/2014;22:00;11.7;11.6;12.0;87.4;0.0;0;0;262;16.2;37.1;952.2
WAE;26/04/2014;23:00;11.1;10.5;11.6;90.3;1.3;0;0;255;15.8;35.3;952.5
WAE;27/04/2014;00:00;10.5;10.4;10.6;89.2;0.2;0;0;264;14.8;33.8;952.4
WAE;27/04/2014;01:00;9.8;9.2;10.4;89.0;3.0;0;0;248;24.8;46.4;952.6
WAE;27/04/2014;02:00;8.5;7.7;8.9;88.7;2.6;0;0;251;25.6;49.7;953.1
WAE;27/04/2014;03:00;7.1;6.8;7.5;87.2;1.8;0;0;244;15.8;40.3;953.6
WAE;27/04/2014;04:00;6.8;6.6;6.9;87.9;1.5;0;0;225;11.2;24.5;953.4
WAE;27/04/2014;05:00;7.1;7.0;7.1;83.8;1.3;0;2;198;16.9;27.7;953.3
WAE;27/04/2014;06:00;7.1;6.9;7.4;91.7;0.4;0;30;37;4.0;14.8;953.5
WAE;27/04/2014;07:00;7.6;7.5;7.7;89.3;0.5;0;117;127;2.2;6.8;953.6
WAE;27/04/2014;08:00;7.8;7.7;7.9;90.9;0.4;0;101;90;1.1;4.7;953.6
WAE;27/04/2014;09:00;8.3;7.9;8.6;85.2;0.7;0;150;225;2.9;10.8;953.8
WAE;27/04/2014;10:00;9.0;8.7;9.4;79.0;0.3;0;265;180;5.0;11.9;953.8
WAE;27/04/2014;11:00;9.4;9.0;9.8;87.6;0.1;0;355;87;8.3;16.6;953.5
WAE;27/04/2014;12:00;9.6;9.4;9.7;83.2;0.0;0;295;84;6.5;13.0;953.3
WAE;27/04/2014;13:00;9.9;9.5;10.1;80.5;0.0;0;278;76;4.7;9.7;953.0
WAE;27/04/2014;14:00;10.4;9.8;10.9;78.0;0.0;0;263;304;5.4;15.5;952.8
WAE;27/04/2014;15:00;10.7;10.5;10.8;75.2;0.0;0;248;264;7.2;11.9;952.6
WAE;27/04/2014;16:00;10.2;9.5;10.7;77.6;0.0;0;172;252;10.8;23.8;952.8
WAE;27/04/2014;17:00;9.6;9.4;9.6;78.0;0.0;0;81;233;9.0;16.9;953.0
WAE;27/04/2014;18:00;9.2;8.9;9.7;82.7;0.1;0;29;217;2.9;9.7;953.4
WAE;27/04/2014;19:00;8.6;8.4;8.9;91.9;0.4;0;1;194;2.9;12.6;953.8
WAE;27/04/2014;20:00;8.4;8.2;8.5;91.8;0.0;0;0;180;4.3;14.0;954.1
WAE;27/04/2014;21:00;8.4;8.1;8.6;89.4;0.2;0;0;124;1.4;5.8;954.3
WAE;27/04/2014;22:00;7.9;7.7;8.3;92.4;0.1;0;0;90;0.4;4.7;954.4
WAE;27/04/2014;23:00;7.8;7.6;8.0;93.3;0.2;0;0;151;4.0;11.5;954.3
WAE;28/04/2014;00:00;7.5;7.4;7.7;96.0;0.2;0;0;0;0.0;0.0;954.2
WAE;28/04/2014;01:00;7.4;7.2;7.8;95.2;0.2;0;0;117;0.7;5.8;953.8
WAE;28/04/2014;02:00;7.3;7.2;7.5;92.7;0.2;0;0;143;4.0;9.4;953.5
WAE;28/04/2014;03:00;7.3;7.1;7.4;89.7;0.4;0;0;143;3.6;10.1;953.3
WAE;28/04/2014;04:00;6.8;6.7;7.0;95.0;0.8;0;0;187;2.9;10.1;953.3
WAE;28/04/2014;05:00;6.8;6.7;6.9;95.8;0.7;0;8;0;0.0;0.0;953.3
WAE;28/04/2014;06:00;7.1;7.0;7.1;93.1;0.4;0;24;0;0.0;0.0;953.4
WAE;28/04/2014;07:00;7.5;7.2;7.8;88.9;0.5;0;81;228;5.0;20.5;953.6
WAE;28/04/2014;08:00;7.4;7.3;7.5;87.9;0.1;0;87;236;13.3;22.7;953.8
WAE;28/04/2014;09:00;7.4;7.3;7.5;87.6;0.2;0;90;234;10.4;17.3;953.9
WAE;28/04/2014;10:00;7.7;7.6;7.8;83.9;0.2;0;138;240;14.0;27.0;953.9
WAE;28/04/2014;11:00;7.9;7.7;8.1;83.0;0.2;0;224;248;11.9;19.8;953.9
WAE;28/04/2014;12:00;8.2;7.8;8.5;83.4;0.2;0;248;256;16.6;26.3;953.9
WAE;28/04/2014;13:00;8.3;8.2;8.4;80.2;0.0;0;179;251;16.2;24.8;953.8
WAE;28/04/2014;14:00;8.2;8.1;8.3;79.7;0.0;0;113;253;16.6;25.9;953.8
WAE;28/04/2014;15:00;8.0;7.9;8.1;78.9;0.0;0;60;246;15.8;24.8;953.8
WAE;28/04/2014;16:00;7.7;7.6;7.9;85.9;0.4;0;52;240;16.9;25.9;954.0
WAE;28/04/2014;17:00;7.7;7.7;7.8;86.3;0.1;0;39;240;17.6;27.7;954.3
WAE;28/04/2014;18:00;7.5;7.2;7.7;85.9;0.3;0;14;238;20.2;35.3;954.7
WAE;28/04/2014;19:00;6.9;6.8;7.1;88.2;1.0;0;1;236;22.3;33.8;955.4
WAE;28/04/2014;20:00;6.6;6.5;6.8;87.7;0.8;0;0;228;21.6;33.1;956.0
WAE;28/04/2014;21:00;6.5;6.4;6.7;85.3;0.3;0;0;234;20.2;33.8;956.4
WAE;28/04/2014;22:00;6.4;6.4;6.5;87.1;0.2;0;0;235;18.7;30.6;956.9
WAE;28/04/2014;23:00;6.7;6.4;6.9;83.9;0.2;0;0;234;18.7;27.4;957.1
WAE;29/04/2014;00:00;6.9;6.8;7.1;82.3;0.0;0;0;233;17.6;26.3;957.0
WAE;29/04/2014;01:00;6.9;6.7;7.0;85.4;0.0;0;0;214;9.4;24.5;956.8
WAE;29/04/2014;02:00;6.8;6.7;6.9;92.4;0.0;0;0;180;0.7;6.8;956.6
WAE;29/04/2014;03:00;7.1;6.9;7.2;92.5;0.0;0;0;225;1.1;6.8;956.7
WAE;29/04/2014;04:00;6.9;6.8;6.9;93.6;0.0;0;0;225;1.1;5.4;956.6
WAE;29/04/2014;05:00;7.0;6.8;7.2;92.2;0.0;0;3;259;1.8;7.2;956.8
WAE;29/04/2014;06:00;7.4;7.3;7.6;90.2;0.1;0;29;90;0.7;7.2;957.3
WAE;29/04/2014;07:00;7.8;7.5;8.1;88.2;0.0;0;71;63;0.7;6.5;957.4
WAE;29/04/2014;08:00;8.4;8.2;8.6;85.7;0.0;0;124;72;2.5;12.2;957.3
WAE;29/04/2014;09:00;8.8;8.6;9.0;82.8;0.0;0;203;77;3.2;10.1;957.4
WAE;29/04/2014;10:00;9.5;9.1;10.0;79.4;0.0;0;360;61;4.7;9.4;957.2
WAE;29/04/2014;11:00;10.4;9.9;10.8;76.6;0.0;23;583;52;6.5;11.5;957.0
WAE;29/04/2014;12:00;11.2;10.2;12.1;74.2;0.0;37;639;30;5.4;12.2;956.8
WAE;29/04/2014;13:00;11.8;11.2;12.0;72.9;0.0;0;266;9;6.5;14.8;956.6
WAE;29/04/2014;14:00;12.2;11.8;12.5;71.0;0.0;0;269;25;5.4;9.4;956.0
WAE;29/04/2014;15:00;12.6;12.3;12.9;68.2;0.0;0;305;39;2.5;6.8;955.4
WAE;29/04/2014;16:00;12.4;12.3;12.6;72.3;0.0;0;159;37;4.0;6.8;955.1
WAE;29/04/2014;17:00;12.2;12.0;12.2;73.2;0.0;0;58;0;0.0;0.0;955.0
WAE;29/04/2014;18:00;12.2;11.9;12.4;73.6;0.0;0;38;262;2.9;6.5;954.9
WAE;29/04/2014;19:00;11.4;10.9;11.9;77.1;0.0;0;3;242;5.4;9.4;954.9
WAE;29/04/2014;20:00;10.7;10.2;11.0;79.1;0.0;0;0;216;6.5;9.4;954.9
WAE;29/04/2014;21:00;10.1;9.6;10.4;85.1;0.0;0;0;173;2.9;7.9;954.8
WAE;29/04/2014;22:00;9.6;9.4;9.8;89.2;0.0;0;0;126;3.6;9.7;954.3
WAE;29/04/2014;23:00;9.1;8.7;9.3;90.9;0.0;0;0;156;3.6;10.4;954.2
WAE;30/04/2014;00:00;9.0;8.8;9.1;90.8;0.0;0;0;203;2.9;6.5;953.9
WAE;30/04/2014;01:00;9.1;8.8;9.6;90.6;0.0;0;0;124;1.4;8.3;953.5
WAE;30/04/2014;02:00;9.5;9.2;9.7;91.4;0.0;0;0;78;5.8;14.4;953.0
WAE;30/04/2014;03:00;9.0;8.8;9.3;92.7;0.0;0;0;180;1.8;11.2;952.5
WAE;30/04/2014;04:00;9.0;8.8;9.1;92.7;0.0;0;0;162;1.8;6.1;952.2
WAE;30/04/2014;05:00;9.3;8.8;9.5;91.0;0.2;0;3;106;7.2;19.4;952.1
WAE;30/04/2014;06:00;9.3;9.1;9.4;86.8;0.2;0;54;103;7.9;19.1;952.2
WAE;30/04/2014;07:00;9.4;9.2;9.5;87.3;0.0;0;105;93;7.9;20.9;952.6
WAE;30/04/2014;08:00;9.3;9.2;9.4;87.3;0.3;0;67;103;3.6;10.8;953.2
WAE;30/04/2014;09:00;9.0;8.8;9.1;92.0;1.5;0;93;102;5.4;11.2;953.9
WAE;30/04/2014;10:00;8.4;8.2;8.6;91.2;2.9;0;76;241;11.5;32.8;954.7
WAE;30/04/2014;11:00;8.5;8.3;8.6;88.8;1.9;0;148;238;19.8;34.6;955.1
WAE;30/04/2014;12:00;8.6;8.5;8.7;87.5;1.5;0;191;233;21.6;34.9;955.5
WAE;30/04/2014;13:00;9.1;8.9;9.2;85.9;0.8;0;223;234;18.0;33.1;955.6
WAE;30/04/2014;14:00;9.6;9.2;10.0;83.5;0.5;0;230;248;11.9;23.8;955.5
WAE;30/04/2014;15:00;10.2;10.1;10.3;80.6;0.2;0;225;238;8.3;18.7;955.4
WAE;30/04/2014;16:00;10.4;10.2;10.4;79.9;0.1;0;125;245;6.8;14.4;955.5
WAE;30/04/2014;17:00;10.4;10.4;10.5;80.1;0.0;0;67;241;6.8;15.5;955.5
WAE;30/04/2014;18:00;10.0;9.6;10.3;87.0;0.0;0;23;211;2.5;9.4;955.8
WAE;30/04/2014;19:00;9.4;9.2;9.6;94.6;0.0;0;3;157;2.9;6.8;956.2
WAE;30/04/2014;20:00;9.6;9.2;9.9;91.7;0.0;0;0;90;1.1;5.4;956.7
WAE;30/04/2014;21:00;9.4;9.1;9.7;91.9;0.0;0;0;360;0.4;3.2;957.0
WAE;30/04/2014;22:00;9.3;9.1;9.4;95.3;0.0;0;0;162;1.1;4.3;957.2
WAE;30/04/2014;23:00;9.5;9.3;9.6;92.9;0.0;0;0;153;2.5;8.6;957.5
WAE;01/05/2014;00:00;9.4;9.1;9.8;90.7;0.0;0;0;157;4.3;14.0;957.4
WAE;01/05/2014;01:00;9.3;9.0;9.6;92.5;0.0;0;0;72;2.5;12.2;957.2
WAE;01/05/2014;02:00;9.1;8.9;9.4;94.7;0.0;0;0;180;0.4;5.0;957.0
WAE;01/05/2014;03:00;9.0;8.9;9.2;94.6;0.0;0;0;180;2.2;6.5;956.6
WAE;01/05/2014;04:00;8.9;8.7;9.1;95.1;0.0;0;0;207;1.4;5.0;956.2
WAE;01/05/2014;05:00;9.0;8.8;9.2;95.7;0.0;7;13;0;0.0;0.0;956.2
WAE;01/05/2014;06:00;9.8;9.4;10.1;88.5;0.0;21;84;225;1.1;6.8;956.3
WAE;01/05/2014;07:00;10.6;10.1;11.3;86.4;0.0;17;294;90;4.0;10.1;956.5
WAE;01/05/2014;08:00;11.0;10.7;11.3;85.3;0.0;9;287;73;6.1;11.9;956.5
WAE;01/05/2014;09:00;11.3;10.9;11.8;78.7;0.0;22;488;53;4.3;9.7;956.4
WAE;01/05/2014;10:00;12.5;11.5;13.7;73.3;0.0;2;486;27;3.6;11.9;956.3
WAE;01/05/2014;11:00;13.6;13.4;13.9;71.6;0.0;11;458;344;7.6;18.7;955.9
WAE;01/05/2014;12:00;13.6;13.3;14.2;70.9;0.0;10;358;347;7.6;16.2;955.4
WAE;01/05/2014;13:00;14.4;13.9;14.7;68.3;0.0;0;348;332;6.5;15.5;955.0
WAE;01/05/2014;14:00;14.4;14.1;14.8;67.1;0.0;0;203;304;6.8;16.2;954.7
WAE;01/05/2014;15:00;14.4;14.1;14.6;68.6;0.0;0;133;304;8.6;17.3;954.4
WAE;01/05/2014;16:00;14.6;14.4;14.9;68.1;0.0;9;254;265;8.3;15.1;954.2
WAE;01/05/2014;17:00;14.4;14.0;15.1;69.8;0.0;7;149;298;6.5;12.6;954.0
WAE;01/05/2014;18:00;12.6;11.8;13.9;81.1;0.0;0;20;291;9.7;26.6;954.0
WAE;01/05/2014;19:00;11.6;11.3;12.0;88.8;0.8;0;2;294;4.3;9.7;954.2
WAE;01/05/2014;20:00;10.8;9.6;11.4;94.4;11.0;0;0;256;4.7;17.6;954.9
WAE;01/05/2014;21:00;9.5;9.3;9.7;92.2;5.3;0;0;191;9.0;17.3;955.2
WAE;01/05/2014;22:00;9.6;9.4;9.7;94.1;2.0;0;0;174;10.8;19.1;955.2
WAE;01/05/2014;23:00;9.2;9.1;9.3;97.5;1.0;0;0;162;1.4;8.6;954.9
WAE;02/05/2014;00:00;9.2;9.0;9.4;96.0;1.9;0;0;225;4.0;13.3;954.7
WAE;02/05/2014;01:00;8.9;8.7;9.1;97.0;1.2;0;0;180;0.7;5.8;954.3
WAE;02/05/2014;02:00;8.8;8.7;8.9;96.7;1.0;0;0;146;3.6;9.4;953.8
WAE;02/05/2014;03:00;8.9;8.8;8.9;95.5;0.8;0;0;127;5.8;13.3;953.5
WAE;02/05/2014;04:00;8.7;8.5;8.9;95.9;0.3;0;0;128;6.1;12.6;953.3
WAE;02/05/2014;05:00;8.6;8.5;8.7;96.4;0.1;0;5;139;4.0;9.0;953.5
WAE;02/05/2014;06:00;8.7;8.6;8.7;95.6;0.2;0;19;135;2.9;8.6;953.8
WAE;02/05/2014;07:00;8.6;8.5;8.8;97.4;0.6;0;31;78;5.4;11.2;954.1
WAE;02/05/2014;08:00;8.7;8.5;8.8;97.2;0.9;0;51;94;5.0;11.5;954.5
WAE;02/05/2014;09:00;9.0;8.8;9.1;95.6;0.0;0;108;90;2.9;7.2;954.9
WAE;02/05/2014;10:00;9.3;9.1;9.4;95.0;0.0;0;85;90;0.4;5.0;955.2
WAE;02/05/2014;11:00;10.0;9.5;10.4;94.6;0.1;0;249;72;2.5;6.5;955.4
WAE;02/05/2014;12:00;10.7;10.2;11.3;92.6;0.0;0;290;74;2.9;5.8;955.4
